bcr_sample_barcode	bcr_analyte_barcode	experimental_protocol_type	protocol_file_name	protocol_name
TCGA-B6-A0IN-10A	TCGA-B6-A0IN-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A0IN-10A	TCGA-B6-A0IN-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0IN-10A	TCGA-B6-A0IN-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0IO-01A	TCGA-B6-A0IO-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0IO-01A	TCGA-B6-A0IO-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0IO-01A	TCGA-B6-A0IO-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0IO-01A	TCGA-B6-A0IO-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0IO-10A	TCGA-B6-A0IO-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A0IO-10A	TCGA-B6-A0IO-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0IO-10A	TCGA-B6-A0IO-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0IP-01A	TCGA-B6-A0IP-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0IP-01A	TCGA-B6-A0IP-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0IP-01A	TCGA-B6-A0IP-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0IP-01A	TCGA-B6-A0IP-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0IP-10A	TCGA-B6-A0IP-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A0IP-10A	TCGA-B6-A0IP-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0IP-10A	TCGA-B6-A0IP-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0IQ-01A	TCGA-B6-A0IQ-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0IQ-01A	TCGA-B6-A0IQ-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0IQ-01A	TCGA-B6-A0IQ-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0IQ-01A	TCGA-B6-A0IQ-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0IQ-10A	TCGA-B6-A0IQ-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A0IQ-10A	TCGA-B6-A0IQ-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0IQ-10A	TCGA-B6-A0IQ-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RE-01A	TCGA-B6-A0RE-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0RE-01A	TCGA-B6-A0RE-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0RE-01A	TCGA-B6-A0RE-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RE-01A	TCGA-B6-A0RE-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RE-10A	TCGA-B6-A0RE-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A0RE-10A	TCGA-B6-A0RE-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RE-10A	TCGA-B6-A0RE-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RG-01A	TCGA-B6-A0RG-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0RG-01A	TCGA-B6-A0RG-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0RG-01A	TCGA-B6-A0RG-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RG-01A	TCGA-B6-A0RG-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RG-10A	TCGA-B6-A0RG-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A0RG-10A	TCGA-B6-A0RG-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RG-10A	TCGA-B6-A0RG-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RH-01A	TCGA-B6-A0RH-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0RH-01A	TCGA-B6-A0RH-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0RH-01A	TCGA-B6-A0RH-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RH-10A	TCGA-B6-A0RH-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A0RH-10A	TCGA-B6-A0RH-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RI-01A	TCGA-B6-A0RI-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0RI-01A	TCGA-B6-A0RI-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0RI-01A	TCGA-B6-A0RI-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RI-01A	TCGA-B6-A0RI-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RI-10A	TCGA-B6-A0RI-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A0RI-10A	TCGA-B6-A0RI-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RI-10A	TCGA-B6-A0RI-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RL-01A	TCGA-B6-A0RL-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0RL-01A	TCGA-B6-A0RL-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0RL-01A	TCGA-B6-A0RL-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RL-01A	TCGA-B6-A0RL-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RL-10A	TCGA-B6-A0RL-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A0RL-10A	TCGA-B6-A0RL-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RL-10A	TCGA-B6-A0RL-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RM-01A	TCGA-B6-A0RM-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0RM-01A	TCGA-B6-A0RM-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0RM-01A	TCGA-B6-A0RM-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RM-01A	TCGA-B6-A0RM-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RM-10A	TCGA-B6-A0RM-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A0RM-10A	TCGA-B6-A0RM-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RM-10A	TCGA-B6-A0RM-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RN-01A	TCGA-B6-A0RN-01A-12D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0RN-01A	TCGA-B6-A0RN-01A-12R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0RN-01A	TCGA-B6-A0RN-01A-12W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RN-01A	TCGA-B6-A0RN-01A-12X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RN-10A	TCGA-B6-A0RN-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A0RN-10A	TCGA-B6-A0RN-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RN-10A	TCGA-B6-A0RN-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RO-01A	TCGA-B6-A0RO-01A-22D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0RO-01A	TCGA-B6-A0RO-01A-22R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0RO-01A	TCGA-B6-A0RO-01A-22W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RO-01A	TCGA-B6-A0RO-01A-22X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RO-10A	TCGA-B6-A0RO-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A0RO-10A	TCGA-B6-A0RO-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RO-10A	TCGA-B6-A0RO-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RP-01A	TCGA-B6-A0RP-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0RP-01A	TCGA-B6-A0RP-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0RP-01A	TCGA-B6-A0RP-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RP-01A	TCGA-B6-A0RP-01A-21X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RP-10A	TCGA-B6-A0RP-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A0RP-10A	TCGA-B6-A0RP-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RP-10A	TCGA-B6-A0RP-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RQ-01A	TCGA-B6-A0RQ-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0RQ-01A	TCGA-B6-A0RQ-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0RQ-01A	TCGA-B6-A0RQ-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RQ-10A	TCGA-B6-A0RQ-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A0RQ-10A	TCGA-B6-A0RQ-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RS-01A	TCGA-B6-A0RS-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0RS-01A	TCGA-B6-A0RS-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0RS-01A	TCGA-B6-A0RS-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RS-01A	TCGA-B6-A0RS-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RS-10A	TCGA-B6-A0RS-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A0RS-10A	TCGA-B6-A0RS-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RS-10A	TCGA-B6-A0RS-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RT-01A	TCGA-B6-A0RT-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0RT-01A	TCGA-B6-A0RT-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0RT-01A	TCGA-B6-A0RT-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RT-01A	TCGA-B6-A0RT-01A-21X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RT-10A	TCGA-B6-A0RT-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0RT-10A	TCGA-B6-A0RT-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RT-10A	TCGA-B6-A0RT-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RU-01A	TCGA-B6-A0RU-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0RU-01A	TCGA-B6-A0RU-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0RU-01A	TCGA-B6-A0RU-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RU-01A	TCGA-B6-A0RU-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RU-10A	TCGA-B6-A0RU-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0RU-10A	TCGA-B6-A0RU-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RU-10A	TCGA-B6-A0RU-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RU-10B	TCGA-B6-A0RU-10B-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0RV-01A	TCGA-B6-A0RV-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0RV-01A	TCGA-B6-A0RV-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0RV-01A	TCGA-B6-A0RV-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RV-01A	TCGA-B6-A0RV-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0RV-10A	TCGA-B6-A0RV-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0RV-10A	TCGA-B6-A0RV-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0RV-10A	TCGA-B6-A0RV-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0WS-01A	TCGA-B6-A0WS-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0WS-01A	TCGA-B6-A0WS-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0WS-01A	TCGA-B6-A0WS-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0WS-10A	TCGA-B6-A0WS-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A0WS-10A	TCGA-B6-A0WS-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0WT-01A	TCGA-B6-A0WT-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0WT-01A	TCGA-B6-A0WT-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0WT-01A	TCGA-B6-A0WT-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0WT-10A	TCGA-B6-A0WT-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0WT-10A	TCGA-B6-A0WT-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0WV-01A	TCGA-B6-A0WV-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0WV-01A	TCGA-B6-A0WV-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0WV-01A	TCGA-B6-A0WV-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0WV-10A	TCGA-B6-A0WV-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0WV-10A	TCGA-B6-A0WV-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0WW-01A	TCGA-B6-A0WW-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0WW-01A	TCGA-B6-A0WW-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0WW-01A	TCGA-B6-A0WW-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0WW-10A	TCGA-B6-A0WW-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0WW-10A	TCGA-B6-A0WW-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0WX-01A	TCGA-B6-A0WX-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0WX-01A	TCGA-B6-A0WX-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0WX-01A	TCGA-B6-A0WX-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0WX-10A	TCGA-B6-A0WX-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0WX-10A	TCGA-B6-A0WX-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0WY-01A	TCGA-B6-A0WY-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0WY-01A	TCGA-B6-A0WY-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0WY-01A	TCGA-B6-A0WY-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0WY-10A	TCGA-B6-A0WY-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0WY-10A	TCGA-B6-A0WY-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0WZ-01A	TCGA-B6-A0WZ-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0WZ-01A	TCGA-B6-A0WZ-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0WZ-01A	TCGA-B6-A0WZ-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0WZ-10A	TCGA-B6-A0WZ-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0WZ-10A	TCGA-B6-A0WZ-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0X0-01A	TCGA-B6-A0X0-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0X0-01A	TCGA-B6-A0X0-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0X0-01A	TCGA-B6-A0X0-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0X0-10A	TCGA-B6-A0X0-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0X0-10A	TCGA-B6-A0X0-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0X1-01A	TCGA-B6-A0X1-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0X1-01A	TCGA-B6-A0X1-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0X1-01A	TCGA-B6-A0X1-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0X1-10A	TCGA-B6-A0X1-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0X1-10A	TCGA-B6-A0X1-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0X4-01A	TCGA-B6-A0X4-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0X4-01A	TCGA-B6-A0X4-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0X4-01A	TCGA-B6-A0X4-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0X4-10A	TCGA-B6-A0X4-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0X4-10A	TCGA-B6-A0X4-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0X5-01A	TCGA-B6-A0X5-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0X5-01A	TCGA-B6-A0X5-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0X5-01A	TCGA-B6-A0X5-01A-21X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0X5-10A	TCGA-B6-A0X5-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0X5-10A	TCGA-B6-A0X5-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-B6-A0X7-01A	TCGA-B6-A0X7-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A0X7-01A	TCGA-B6-A0X7-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A0X7-01A	TCGA-B6-A0X7-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A0X7-10A	TCGA-B6-A0X7-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A0X7-10A	TCGA-B6-A0X7-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A1KC-01A	TCGA-B6-A1KC-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A1KC-01A	TCGA-B6-A1KC-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A1KC-01A	TCGA-B6-A1KC-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A1KC-01B	TCGA-B6-A1KC-01B-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A1KC-01B	TCGA-B6-A1KC-01B-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A1KC-01B	TCGA-B6-A1KC-01B-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A1KC-10A	TCGA-B6-A1KC-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A1KC-10A	TCGA-B6-A1KC-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A1KF-01A	TCGA-B6-A1KF-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A1KF-01A	TCGA-B6-A1KF-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A1KF-01A	TCGA-B6-A1KF-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A1KF-10A	TCGA-B6-A1KF-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A1KF-10A	TCGA-B6-A1KF-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A1KI-01A	TCGA-B6-A1KI-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A1KI-01A	TCGA-B6-A1KI-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A1KI-01A	TCGA-B6-A1KI-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A1KI-10A	TCGA-B6-A1KI-10A-01D	tssDNA	[Not Available]	[Not Available]
TCGA-B6-A1KI-10A	TCGA-B6-A1KI-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A1KN-01A	TCGA-B6-A1KN-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A1KN-01A	TCGA-B6-A1KN-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-B6-A1KN-01A	TCGA-B6-A1KN-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A1KN-10A	TCGA-B6-A1KN-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A1KN-10A	TCGA-B6-A1KN-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A2IU-01A	TCGA-B6-A2IU-01A-32D	[Not Available]	[Not Available]	[Not Available]
TCGA-B6-A2IU-01A	TCGA-B6-A2IU-01A-32R	[Not Available]	[Not Available]	[Not Available]
TCGA-B6-A2IU-01A	TCGA-B6-A2IU-01A-32W	Repli-G	[Not Available]	[Not Available]
TCGA-B6-A2IU-10A	TCGA-B6-A2IU-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-B6-A2IU-10A	TCGA-B6-A2IU-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-BH-A0AU-01A	TCGA-BH-A0AU-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-BH-A0AU-01A	TCGA-BH-A0AU-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-BH-A0AU-01A	TCGA-BH-A0AU-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-BH-A0AU-11A	TCGA-BH-A0AU-11A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-BH-A0AU-11A	TCGA-BH-A0AU-11A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-BH-A0AU-11A	TCGA-BH-A0AU-11A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-BH-A0AV-01A	TCGA-BH-A0AV-01A-31D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-BH-A0AV-01A	TCGA-BH-A0AV-01A-31R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-BH-A0AV-01A	TCGA-BH-A0AV-01A-31W	Repli-G	[Not Available]	[Not Available]
TCGA-BH-A0AV-10A	TCGA-BH-A0AV-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-BH-A0AV-10A	TCGA-BH-A0AV-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-BH-A0AW-01A	TCGA-BH-A0AW-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-BH-A0AW-01A	TCGA-BH-A0AW-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-BH-A0AW-01A	TCGA-BH-A0AW-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-BH-A0AW-01A	TCGA-BH-A0AW-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-BH-A0AW-10A	TCGA-BH-A0AW-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-BH-A0AW-10A	TCGA-BH-A0AW-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-BH-A0AW-10A	TCGA-BH-A0AW-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-BH-A0AY-01A	TCGA-BH-A0AY-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-BH-A0AY-01A	TCGA-BH-A0AY-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-BH-A0AY-01A	TCGA-BH-A0AY-01A-21W	[Not Available]	[Not Available]	[Not Available]
TCGA-BH-A0AY-01A	TCGA-BH-A0AY-01A-21X	[Not Available]	[Not Available]	[Not Available]
TCGA-BH-A0AY-10A	TCGA-BH-A0AY-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-BH-A0AY-10A	TCGA-BH-A0AY-10A-01W	[Not Available]	[Not Available]	[Not Available]
TCGA-BH-A0AY-10A	TCGA-BH-A0AY-10A-01X	[Not Available]	[Not Available]	[Not Available]
TCGA-BH-A0AY-11A	TCGA-BH-A0AY-11A-23D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-BH-A0AY-11A	TCGA-BH-A0AY-11A-23R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-BH-A0AY-11A	TCGA-BH-A0AY-11A-23W	Repli-G	[Not Available]	[Not Available]
TCGA-BH-A0AY-11A	TCGA-BH-A0AY-11A-23X	Repli-G X	[Not Available]	[Not Available]
TCGA-BH-A0AZ-01A	TCGA-BH-A0AZ-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-BH-A0AZ-01A	TCGA-BH-A0AZ-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
