bcr_sample_barcode	bcr_analyte_barcode	experimental_protocol_type	protocol_file_name	protocol_name
TCGA-AC-A3HN-01A	TCGA-AC-A3HN-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AC-A3HN-01A	TCGA-AC-A3HN-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AC-A3HN-01A	TCGA-AC-A3HN-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-AC-A3HN-10A	TCGA-AC-A3HN-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AC-A3HN-10A	TCGA-AC-A3HN-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A03X-01A	TCGA-AN-A03X-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A03X-01A	TCGA-AN-A03X-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A03X-01A	TCGA-AN-A03X-01A-21W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A03X-01A	TCGA-AN-A03X-01A-21X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A03X-10A	TCGA-AN-A03X-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A03X-10A	TCGA-AN-A03X-10A-01W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A03X-10A	TCGA-AN-A03X-10A-01X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A03Y-01A	TCGA-AN-A03Y-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A03Y-01A	TCGA-AN-A03Y-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A03Y-01A	TCGA-AN-A03Y-01A-21W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A03Y-01A	TCGA-AN-A03Y-01A-21X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A03Y-10A	TCGA-AN-A03Y-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A03Y-10A	TCGA-AN-A03Y-10A-01W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A03Y-10A	TCGA-AN-A03Y-10A-01X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A041-01A	TCGA-AN-A041-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A041-01A	TCGA-AN-A041-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A041-01A	TCGA-AN-A041-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A041-01A	TCGA-AN-A041-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A041-10A	TCGA-AN-A041-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A041-10A	TCGA-AN-A041-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A041-10A	TCGA-AN-A041-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A046-01A	TCGA-AN-A046-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A046-01A	TCGA-AN-A046-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A046-01A	TCGA-AN-A046-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A046-01A	TCGA-AN-A046-01A-21X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A046-10A	TCGA-AN-A046-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A046-10A	TCGA-AN-A046-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A046-10A	TCGA-AN-A046-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A049-01A	TCGA-AN-A049-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A049-01A	TCGA-AN-A049-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A049-01A	TCGA-AN-A049-01A-21W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A049-01A	TCGA-AN-A049-01A-21X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A049-10A	TCGA-AN-A049-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A049-10A	TCGA-AN-A049-10A-01W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A049-10A	TCGA-AN-A049-10A-01X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A04A-01A	TCGA-AN-A04A-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A04A-01A	TCGA-AN-A04A-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A04A-01A	TCGA-AN-A04A-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A04A-01A	TCGA-AN-A04A-01A-21X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A04A-10A	TCGA-AN-A04A-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A04A-10A	TCGA-AN-A04A-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A04A-10A	TCGA-AN-A04A-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A04C-01A	TCGA-AN-A04C-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A04C-01A	TCGA-AN-A04C-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A04C-01A	TCGA-AN-A04C-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A04C-01A	TCGA-AN-A04C-01A-21X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A04C-10A	TCGA-AN-A04C-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A04C-10A	TCGA-AN-A04C-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A04C-10A	TCGA-AN-A04C-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A04D-01A	TCGA-AN-A04D-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A04D-01A	TCGA-AN-A04D-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A04D-01A	TCGA-AN-A04D-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A04D-01A	TCGA-AN-A04D-01A-21X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A04D-10A	TCGA-AN-A04D-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A04D-10A	TCGA-AN-A04D-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A04D-10A	TCGA-AN-A04D-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0AJ-01A	TCGA-AN-A0AJ-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0AJ-01A	TCGA-AN-A0AJ-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0AJ-01A	TCGA-AN-A0AJ-01A-11W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AJ-01A	TCGA-AN-A0AJ-01A-11X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AJ-10A	TCGA-AN-A0AJ-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0AJ-10A	TCGA-AN-A0AJ-10A-01W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AJ-10A	TCGA-AN-A0AJ-10A-01X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AK-01A	TCGA-AN-A0AK-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0AK-01A	TCGA-AN-A0AK-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0AK-01A	TCGA-AN-A0AK-01A-21W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AK-01A	TCGA-AN-A0AK-01A-21X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AK-10A	TCGA-AN-A0AK-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0AK-10A	TCGA-AN-A0AK-10A-01W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AK-10A	TCGA-AN-A0AK-10A-01X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AL-01A	TCGA-AN-A0AL-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0AL-01A	TCGA-AN-A0AL-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0AL-01A	TCGA-AN-A0AL-01A-11W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AL-01A	TCGA-AN-A0AL-01A-11X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AL-10A	TCGA-AN-A0AL-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0AL-10A	TCGA-AN-A0AL-10A-01W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AL-10A	TCGA-AN-A0AL-10A-01X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AM-01A	TCGA-AN-A0AM-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0AM-01A	TCGA-AN-A0AM-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0AM-01A	TCGA-AN-A0AM-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0AM-01A	TCGA-AN-A0AM-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0AM-10A	TCGA-AN-A0AM-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0AM-10A	TCGA-AN-A0AM-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0AM-10A	TCGA-AN-A0AM-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0AR-01A	TCGA-AN-A0AR-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0AR-01A	TCGA-AN-A0AR-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0AR-01A	TCGA-AN-A0AR-01A-11W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AR-01A	TCGA-AN-A0AR-01A-11X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AR-10A	TCGA-AN-A0AR-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0AR-10A	TCGA-AN-A0AR-10A-01W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AR-10A	TCGA-AN-A0AR-10A-01X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AS-01A	TCGA-AN-A0AS-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0AS-01A	TCGA-AN-A0AS-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0AS-01A	TCGA-AN-A0AS-01A-11W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AS-01A	TCGA-AN-A0AS-01A-11X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AS-10A	TCGA-AN-A0AS-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0AS-10A	TCGA-AN-A0AS-10A-01W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AS-10A	TCGA-AN-A0AS-10A-01X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AT-01A	TCGA-AN-A0AT-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0AT-01A	TCGA-AN-A0AT-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0AT-01A	TCGA-AN-A0AT-01A-11W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AT-01A	TCGA-AN-A0AT-01A-11X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AT-10A	TCGA-AN-A0AT-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0AT-10A	TCGA-AN-A0AT-10A-01W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0AT-10A	TCGA-AN-A0AT-10A-01X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0FD-01A	TCGA-AN-A0FD-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FD-01A	TCGA-AN-A0FD-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0FD-01A	TCGA-AN-A0FD-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FD-01A	TCGA-AN-A0FD-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FD-10A	TCGA-AN-A0FD-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FD-10A	TCGA-AN-A0FD-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FD-10A	TCGA-AN-A0FD-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FE-01A	TCGA-AN-A0FE-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FE-01A	TCGA-AN-A0FE-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0FE-01A	TCGA-AN-A0FE-01A-11W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0FE-01A	TCGA-AN-A0FE-01A-11X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0FE-10A	TCGA-AN-A0FE-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FE-10A	TCGA-AN-A0FE-10A-01W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0FE-10A	TCGA-AN-A0FE-10A-01X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0FF-01A	TCGA-AN-A0FF-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FF-01A	TCGA-AN-A0FF-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0FF-01A	TCGA-AN-A0FF-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FF-01A	TCGA-AN-A0FF-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FF-10A	TCGA-AN-A0FF-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FF-10A	TCGA-AN-A0FF-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FF-10A	TCGA-AN-A0FF-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FG-01A	TCGA-AN-A0FG-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FG-01A	TCGA-AN-A0FG-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0FG-01A	TCGA-AN-A0FG-01A-11W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0FG-01A	TCGA-AN-A0FG-01A-11X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0FG-10A	TCGA-AN-A0FG-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FG-10A	TCGA-AN-A0FG-10A-01W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0FG-10A	TCGA-AN-A0FG-10A-01X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0FJ-01A	TCGA-AN-A0FJ-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FJ-01A	TCGA-AN-A0FJ-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0FJ-01A	TCGA-AN-A0FJ-01A-11W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0FJ-01A	TCGA-AN-A0FJ-01A-11X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0FJ-10A	TCGA-AN-A0FJ-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FJ-10A	TCGA-AN-A0FJ-10A-01W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0FJ-10A	TCGA-AN-A0FJ-10A-01X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0FK-01A	TCGA-AN-A0FK-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FK-01A	TCGA-AN-A0FK-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0FK-01A	TCGA-AN-A0FK-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FK-01A	TCGA-AN-A0FK-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FK-10A	TCGA-AN-A0FK-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FK-10A	TCGA-AN-A0FK-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FK-10A	TCGA-AN-A0FK-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FL-01A	TCGA-AN-A0FL-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FL-01A	TCGA-AN-A0FL-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0FL-01A	TCGA-AN-A0FL-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FL-01A	TCGA-AN-A0FL-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FL-10A	TCGA-AN-A0FL-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FL-10A	TCGA-AN-A0FL-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FL-10A	TCGA-AN-A0FL-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FN-01A	TCGA-AN-A0FN-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FN-01A	TCGA-AN-A0FN-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0FN-01A	TCGA-AN-A0FN-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FN-01A	TCGA-AN-A0FN-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FN-10A	TCGA-AN-A0FN-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FN-10A	TCGA-AN-A0FN-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FN-10A	TCGA-AN-A0FN-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FS-01A	TCGA-AN-A0FS-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FS-01A	TCGA-AN-A0FS-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0FS-01A	TCGA-AN-A0FS-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FS-01A	TCGA-AN-A0FS-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FS-10A	TCGA-AN-A0FS-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FS-10A	TCGA-AN-A0FS-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FS-10A	TCGA-AN-A0FS-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FT-01A	TCGA-AN-A0FT-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FT-01A	TCGA-AN-A0FT-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0FT-01A	TCGA-AN-A0FT-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FT-01A	TCGA-AN-A0FT-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FT-10A	TCGA-AN-A0FT-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FT-10A	TCGA-AN-A0FT-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FT-10A	TCGA-AN-A0FT-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FV-01A	TCGA-AN-A0FV-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FV-01A	TCGA-AN-A0FV-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0FV-01A	TCGA-AN-A0FV-01A-11W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0FV-01A	TCGA-AN-A0FV-01A-11X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0FV-10A	TCGA-AN-A0FV-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FV-10A	TCGA-AN-A0FV-10A-01W	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0FV-10A	TCGA-AN-A0FV-10A-01X	[Not Available]	[Not Available]	[Not Available]
TCGA-AN-A0FW-01A	TCGA-AN-A0FW-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FW-01A	TCGA-AN-A0FW-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0FW-01A	TCGA-AN-A0FW-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FW-01A	TCGA-AN-A0FW-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FW-10A	TCGA-AN-A0FW-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FW-10A	TCGA-AN-A0FW-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FW-10A	TCGA-AN-A0FW-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FX-01A	TCGA-AN-A0FX-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FX-01A	TCGA-AN-A0FX-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0FX-01A	TCGA-AN-A0FX-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FX-01A	TCGA-AN-A0FX-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FX-10A	TCGA-AN-A0FX-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FX-10A	TCGA-AN-A0FX-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FX-10A	TCGA-AN-A0FX-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FY-01A	TCGA-AN-A0FY-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FY-01A	TCGA-AN-A0FY-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0FY-01A	TCGA-AN-A0FY-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FY-01A	TCGA-AN-A0FY-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FY-10A	TCGA-AN-A0FY-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FY-10A	TCGA-AN-A0FY-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FY-10A	TCGA-AN-A0FY-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FZ-01A	TCGA-AN-A0FZ-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FZ-01A	TCGA-AN-A0FZ-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0FZ-01A	TCGA-AN-A0FZ-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FZ-01A	TCGA-AN-A0FZ-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0FZ-10A	TCGA-AN-A0FZ-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0FZ-10A	TCGA-AN-A0FZ-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0FZ-10A	TCGA-AN-A0FZ-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0G0-01A	TCGA-AN-A0G0-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0G0-01A	TCGA-AN-A0G0-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0G0-01A	TCGA-AN-A0G0-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0G0-01A	TCGA-AN-A0G0-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0G0-10A	TCGA-AN-A0G0-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0G0-10A	TCGA-AN-A0G0-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0G0-10A	TCGA-AN-A0G0-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0XL-01A	TCGA-AN-A0XL-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0XL-01A	TCGA-AN-A0XL-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0XL-01A	TCGA-AN-A0XL-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0XL-10A	TCGA-AN-A0XL-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0XL-10A	TCGA-AN-A0XL-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-AN-A0XN-01A	TCGA-AN-A0XN-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0XN-01A	TCGA-AN-A0XN-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0XN-01A	TCGA-AN-A0XN-01A-21X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0XN-10A	TCGA-AN-A0XN-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0XN-10A	TCGA-AN-A0XN-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0XO-01A	TCGA-AN-A0XO-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0XO-01A	TCGA-AN-A0XO-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0XO-01A	TCGA-AN-A0XO-01A-11X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0XO-10A	TCGA-AN-A0XO-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0XO-10A	TCGA-AN-A0XO-10A-01X	Repli-G X	[Not Available]	[Not Available]
TCGA-AN-A0XP-01A	TCGA-AN-A0XP-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-AN-A0XP-01A	TCGA-AN-A0XP-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-AN-A0XP-01A	TCGA-AN-A0XP-01A-11X	Repli-G X	[Not Available]	[Not Available]
