bcr_sample_barcode	shipment_portion_bcr_aliquot_barcode	shipment_portion_day_of_shipment	shipment_portion_month_of_shipment	shipment_portion_year_of_shipment	bcr_shipment_portion_uuid	center_id	plate_id	portion_number
TCGA-A1-A0SF-01A	TCGA-A1-A0SF-01A-21-A17I-20	27	7	2011	F0B3D871-C0AA-4EF8-AB74-C3E812393ED5	20	A17I	21
TCGA-A1-A0SH-01A	TCGA-A1-A0SH-01A-21-A13A-20	18	3	2011	4760c029-9150-4384-b036-263684155c89	20	A13A	21
TCGA-A1-A0SJ-01A	TCGA-A1-A0SJ-01A-21-A13A-20	18	3	2011	33773418-77f8-4219-9b75-04d5ba09bb97	20	A13A	21
TCGA-A1-A0SK-01A	TCGA-A1-A0SK-01A-21-A13A-20	17	3	2011	8d8099ba-c207-473b-8ffc-e9610494386c	20	A13A	21
TCGA-A1-A0SO-01A	TCGA-A1-A0SO-01A-11-A13A-20	18	3	2011	3c86150e-49f3-4303-bd6e-3d4bcc4aad50	20	A13A	11
TCGA-A1-A0SQ-01A	TCGA-A1-A0SQ-01A-11-A17I-20	27	7	2011	5F624F7E-A0D0-454E-BA7A-6CA212EC4FDA	20	A17I	11
TCGA-A2-A04N-01A	TCGA-A2-A04N-01A-21-A13A-20	18	3	2011	2ef34d44-4aa3-4b06-8029-f92c4b3a49a7	20	A13A	21
TCGA-A2-A04P-01A	TCGA-A2-A04P-01A-41-A13A-20	18	3	2011	15a1aee0-d9cf-4122-9290-0d4bfaee159a	20	A13A	41
TCGA-A2-A04Q-01A	TCGA-A2-A04Q-01A-11-A13A-20	18	3	2011	9e43165b-f93c-4a25-a1c8-7bdad54cee95	20	A13A	11
TCGA-A2-A04T-01A	TCGA-A2-A04T-01A-31-A13A-20	18	3	2011	2724de89-78e5-4da5-b2d9-350a986a8abb	20	A13A	31
TCGA-A2-A04U-01A	TCGA-A2-A04U-01A-21-A13A-20	18	3	2011	485e1504-dfe0-43a4-83a1-f4376e8e687b	20	A13A	21
TCGA-A2-A04V-01A	TCGA-A2-A04V-01A-11-A13A-20	18	3	2011	676bd916-c1a1-4b1f-b406-0c3bae66640e	20	A13A	11
TCGA-A2-A04W-01A	TCGA-A2-A04W-01A-21-A13A-20	18	3	2011	469913c6-08bb-4c19-8a68-2735f5c4f981	20	A13A	21
TCGA-A2-A04Y-01A	TCGA-A2-A04Y-01A-11-A13A-20	18	3	2011	b850ebdc-d177-4c59-8c71-9cf8dd589307	20	A13A	11
TCGA-A2-A0CL-01A	TCGA-A2-A0CL-01A-21-A13C-20	18	3	2011	f660575f-37ae-427d-acf6-767799017d6d	20	A13C	21
TCGA-A2-A0CM-01A	TCGA-A2-A0CM-01A-21-A13C-20	18	3	2011	bd38e599-aa6d-4349-b7de-630514cc1220	20	A13C	21
TCGA-A2-A0CP-01A	TCGA-A2-A0CP-01A-21-A13B-20	17	3	2011	901a41bd-d57b-46b6-afec-bfc93e5d2c93	20	A13B	21
TCGA-A2-A0CQ-01A	TCGA-A2-A0CQ-01A-11-A13B-20	18	3	2011	deba1bb0-c1bf-4018-8c35-1376661c7d01	20	A13B	11
TCGA-A2-A0CS-01A	TCGA-A2-A0CS-01A-21-A13B-20	18	3	2011	b49a2c08-435f-4790-818a-267a2ce6499c	20	A13B	21
TCGA-A2-A0CT-01A	TCGA-A2-A0CT-01A-11-A13B-20	18	3	2011	cfc7cb7e-3c46-41d6-9b19-ee2652b2c3e9	20	A13B	11
TCGA-A2-A0CU-01A	TCGA-A2-A0CU-01A-21-A13B-20	18	3	2011	74d7ee07-2eba-4552-a888-c29010bbc5ea	20	A13B	21
TCGA-A2-A0CV-01A	TCGA-A2-A0CV-01A-21-A13B-20	18	3	2011	b595e1e2-77fa-4ebd-b2d4-054e8b9ca3ae	20	A13B	21
TCGA-A2-A0CW-01A	TCGA-A2-A0CW-01A-11-A13B-20	18	3	2011	6d65d556-9be9-4491-bd22-85cee7a0ee7c	20	A13B	11
TCGA-A2-A0CX-01A	TCGA-A2-A0CX-01A-11-A13B-20	18	3	2011	1f7a4605-1972-4f36-b0e7-543ce95a3d0f	20	A13B	11
TCGA-A2-A0CY-01A	TCGA-A2-A0CY-01A-21-A13C-20	18	3	2011	3dc93dcc-2b14-4725-b40e-23be7cdbbb9d	20	A13C	21
TCGA-A2-A0CZ-01A	TCGA-A2-A0CZ-01A-21-A13C-20	18	3	2011	af5345d8-db03-4d37-b327-5a62c1fe1285	20	A13C	21
TCGA-A2-A0D0-01A	TCGA-A2-A0D0-01A-21-A13C-20	18	3	2011	980c774a-c662-489e-82a3-212d0a45f759	20	A13C	21
TCGA-A2-A0D1-01A	TCGA-A2-A0D1-01A-21-A13C-20	17	3	2011	aa90ba5a-1a36-46e9-a3f5-21ba48c5f29a	20	A13C	21
TCGA-A2-A0D2-01A	TCGA-A2-A0D2-01A-11-A13C-20	18	3	2011	74c3c43d-b3f1-4846-be03-3b65098774c7	20	A13C	11
TCGA-A2-A0D3-01A	TCGA-A2-A0D3-01A-21-A13A-20	18	3	2011	068b3d7e-b3b4-4fd1-89c5-2019253806b2	20	A13A	21
TCGA-A2-A0D4-01A	TCGA-A2-A0D4-01A-21-A13C-20	18	3	2011	33556a57-3d4b-4d1d-ac6f-bf0974c4ca36	20	A13C	21
TCGA-A2-A0EO-01A	TCGA-A2-A0EO-01A-21-A13B-20	18	3	2011	368ae06c-f56e-4ba9-af38-0cc01e900f70	20	A13B	21
TCGA-A2-A0EQ-01A	TCGA-A2-A0EQ-01A-21-A13C-20	18	3	2011	cd49aac8-9c6e-41d7-816c-1bdcb4aaca4a	20	A13C	21
TCGA-A2-A0ER-01A	TCGA-A2-A0ER-01A-11-A13C-20	18	3	2011	7b71576b-d077-4e99-ae77-0c061517a5f9	20	A13C	11
TCGA-A2-A0ES-01A	TCGA-A2-A0ES-01A-21-A13B-20	17	3	2011	8d841c4a-d6b2-4d89-8d26-b415bce6c25d	20	A13B	21
TCGA-A2-A0EU-01A	TCGA-A2-A0EU-01A-11-A13B-20	18	3	2011	616af0e6-b37f-48aa-aa61-2e5b5a72b749	20	A13B	11
TCGA-A2-A0EV-01A	TCGA-A2-A0EV-01A-21-A13C-20	18	3	2011	19683ba7-695c-484a-95ba-39a8dd02a6a3	20	A13C	21
TCGA-A2-A0EW-01A	TCGA-A2-A0EW-01A-31-A13B-20	18	3	2011	e365a292-15b3-4e28-bf58-3ecdde392c22	20	A13B	31
TCGA-A2-A0EX-01A	TCGA-A2-A0EX-01A-11-A13C-20	17	3	2011	83a37012-5a0c-4263-a361-3aaff03b0429	20	A13C	11
TCGA-A2-A0EY-01A	TCGA-A2-A0EY-01A-21-A13C-20	18	3	2011	b4fefb35-16bd-4db4-aa7a-805703f36514	20	A13C	21
TCGA-A2-A0ST-01A	TCGA-A2-A0ST-01A-21-A13A-20	18	3	2011	d662c746-aeee-4b37-b811-a236222583b8	20	A13A	21
TCGA-A2-A0SU-01A	TCGA-A2-A0SU-01A-21-A13C-20	17	3	2011	4fbcc317-6f56-4227-a6ef-304afa8880eb	20	A13C	21
TCGA-A2-A0SV-01A	TCGA-A2-A0SV-01A-21-A13A-20	18	3	2011	fc3b7efa-17e1-4f22-82f6-46b9eb25ab83	20	A13A	21
TCGA-A2-A0SW-01A	TCGA-A2-A0SW-01A-21-A13A-20	17	3	2011	dc3609ce-4a40-4456-b26f-f366770af706	20	A13A	21
TCGA-A2-A0SX-01A	TCGA-A2-A0SX-01A-21-A13A-20	18	3	2011	13ef422e-b0f0-4c0a-bbe4-3d38bb2a2532	20	A13A	21
TCGA-A2-A0T0-01A	TCGA-A2-A0T0-01A-11-A13D-20	18	3	2011	87565b35-30bd-4e31-bb26-404baf053cdc	20	A13D	11
TCGA-A2-A0T1-01A	TCGA-A2-A0T1-01A-11-A13D-20	18	3	2011	84b6d9cc-201e-421d-b7af-77156e50c627	20	A13D	11
TCGA-A2-A0T2-01A	TCGA-A2-A0T2-01A-21-A13D-20	18	3	2011	73634c23-d25e-4268-a1bb-f8270a5d1d00	20	A13D	21
TCGA-A2-A0T3-01A	TCGA-A2-A0T3-01A-11-A13D-20	18	3	2011	c6a1647b-f6fb-4d3d-a67e-07719db0a308	20	A13D	11
TCGA-A2-A0T4-01A	TCGA-A2-A0T4-01A-21-A13D-20	18	3	2011	a5869d20-d1ff-42f3-979d-797d1ed7a9e2	20	A13D	21
TCGA-A2-A0T5-01A	TCGA-A2-A0T5-01A-11-A13D-20	18	3	2011	c7933393-6f03-4495-9e54-53e3e72d81e7	20	A13D	11
TCGA-A2-A0T6-01A	TCGA-A2-A0T6-01A-21-A13C-20	18	3	2011	dcf310c3-9f6b-492b-b733-ece45d60089a	20	A13C	21
TCGA-A2-A0T7-01A	TCGA-A2-A0T7-01A-11-A13A-20	18	3	2011	7a10bda1-1af5-4641-91bd-9a5174a68ff9	20	A13A	11
TCGA-A2-A0YC-01A	TCGA-A2-A0YC-01A-21-A13D-20	18	3	2011	ca761204-8a14-4297-afa7-f200bc37d53a	20	A13D	21
TCGA-A2-A0YD-01A	TCGA-A2-A0YD-01A-21-A13D-20	18	3	2011	b3a0423a-0d47-45f2-aa7c-1ae650ab5dd0	20	A13D	21
TCGA-A2-A0YE-01A	TCGA-A2-A0YE-01A-21-A13D-20	17	3	2011	510563aa-4a19-4dd1-82c8-ac67f8a77a55	20	A13D	21
TCGA-A2-A0YF-01A	TCGA-A2-A0YF-01A-11-A13D-20	18	3	2011	85fd3e18-e927-47b3-9e06-b73de5edd740	20	A13D	11
TCGA-A2-A0YG-01A	TCGA-A2-A0YG-01A-31-A13D-20	18	3	2011	2d2789e0-0933-496a-a29b-63c0b05cfa19	20	A13D	31
TCGA-A2-A0YH-01A	TCGA-A2-A0YH-01A-21-A13D-20	17	3	2011	1682b578-8f05-4a4c-b98c-4ffe7ef3346e	20	A13D	21
TCGA-A2-A0YI-01A	TCGA-A2-A0YI-01A-21-A13D-20	18	3	2011	0dca7119-3230-47a7-89e3-93c4bd405f4d	20	A13D	21
TCGA-A2-A0YJ-01A	TCGA-A2-A0YJ-01A-21-A13D-20	18	3	2011	d6e27bfa-0efe-457b-8628-38958d21268b	20	A13D	21
TCGA-A2-A0YK-01A	TCGA-A2-A0YK-01A-31-A13D-20	18	3	2011	07e19b85-cee6-4ea4-8588-5df93bf33053	20	A13D	31
TCGA-A2-A0YL-01A	TCGA-A2-A0YL-01A-11-A13D-20	18	3	2011	2f4ab3d7-e280-4c21-9b13-e1c240627337	20	A13D	11
TCGA-A2-A0YM-01A	TCGA-A2-A0YM-01A-21-A13D-20	18	3	2011	a55195f2-8c4d-40ab-a452-8424a0403d03	20	A13D	21
TCGA-A2-A0YT-01A	TCGA-A2-A0YT-01A-21-A13D-20	18	3	2011	cea5a1de-f9e8-406b-a6ac-08e3d9869c5b	20	A13D	21
TCGA-A2-A1FV-01A	TCGA-A2-A1FV-01A-21-A17I-20	27	7	2011	5D85B493-8EA7-46E2-A2F1-F21B8CCC46C8	20	A17I	21
TCGA-A2-A1FW-01A	TCGA-A2-A1FW-01A-21-A17I-20	27	7	2011	FDC673B1-ADD6-4078-8F96-0ED4F6985240	20	A17I	21
TCGA-A2-A1FX-01A	TCGA-A2-A1FX-01A-21-A17I-20	27	7	2011	0B991416-2CA1-4582-B119-E95E4E8CA5E8	20	A17I	21
TCGA-A2-A1FZ-01A	TCGA-A2-A1FZ-01A-11-A17I-20	27	7	2011	5157205E-DA8C-4890-9DF3-02F40831C268	20	A17I	11
TCGA-A2-A1G0-01A	TCGA-A2-A1G0-01A-21-A17I-20	27	7	2011	5875BA8B-AA27-4573-B1C7-30878613288E	20	A17I	21
TCGA-A2-A1G1-01A	TCGA-A2-A1G1-01A-11-A17I-20	27	7	2011	CD315ED6-E7AF-4F4E-9990-348E464D5738	20	A17I	11
TCGA-A2-A1G4-01A	TCGA-A2-A1G4-01A-21-A17I-20	27	7	2011	D573B843-5656-47AA-958A-C295311876F0	20	A17I	21
TCGA-A2-A1G6-01A	TCGA-A2-A1G6-01A-21-A17I-20	27	7	2011	02E55CFF-87A6-4719-B988-4B8F46F079A5	20	A17I	21
TCGA-A2-A259-01A	TCGA-A2-A259-01A-21-A17I-20	22	7	2011	F49215AB-AAF7-4A3A-BF77-196395A8CAE7	20	A17I	21
TCGA-A2-A25A-01A	TCGA-A2-A25A-01A-21-A17I-20	22	7	2011	BF3C63C7-643E-43B2-B5EA-3C2185BA9238	20	A17I	21
TCGA-A2-A25B-01A	TCGA-A2-A25B-01A-21-A17I-20	22	7	2011	B5B0794F-7149-4056-8687-98A9A1401D2C	20	A17I	21
TCGA-A2-A25C-01A	TCGA-A2-A25C-01A-21-A17I-20	22	7	2011	DBC23DF1-B14D-4F24-81EF-FC12E2CDDA21	20	A17I	21
TCGA-A2-A25D-01A	TCGA-A2-A25D-01A-21-A17I-20	22	7	2011	6FF66F90-93C3-4C1E-84C6-9DB89CA701C2	20	A17I	21
TCGA-A2-A25E-01A	TCGA-A2-A25E-01A-21-A17I-20	22	7	2011	6A6F4C33-D59E-462A-9FA7-AED32A35FF44	20	A17I	21
TCGA-A2-A25F-01A	TCGA-A2-A25F-01A-21-A17I-20	22	7	2011	04F35825-E128-4A77-B58E-7B98019DAD24	20	A17I	21
TCGA-A7-A0CD-01A	TCGA-A7-A0CD-01A-21-A13A-20	18	3	2011	0466e496-e1c2-4cd0-ab1d-34babdbfc80f	20	A13A	21
TCGA-A7-A0CE-01A	TCGA-A7-A0CE-01A-21-A13A-20	17	3	2011	7a0dcaa3-a8ab-4437-b642-11872fbf6456	20	A13A	21
TCGA-A7-A0CG-01A	TCGA-A7-A0CG-01A-21-A13A-20	18	3	2011	0b26254d-1199-487f-8cc1-e99d2dc58737	20	A13A	21
TCGA-A7-A0CH-01A	TCGA-A7-A0CH-01A-11-A13A-20	17	3	2011	d44c8f0f-090f-417f-b80e-ff5da42138d0	20	A13A	11
TCGA-A7-A0CJ-01A	TCGA-A7-A0CJ-01A-11-A13A-20	17	3	2011	d9f09beb-2d34-4507-a3bf-039786bba9a9	20	A13A	11
TCGA-A7-A0D9-01A	TCGA-A7-A0D9-01A-21-A13C-20	18	3	2011	8cbc03f3-4f0a-4a76-99cd-3a8479558cb1	20	A13C	21
TCGA-A7-A0DA-01A	TCGA-A7-A0DA-01A-11-A13C-20	18	3	2011	190fcd17-0d7a-4d28-9958-492d56360678	20	A13C	11
TCGA-A7-A0DB-01A	TCGA-A7-A0DB-01A-21-A13C-20	18	3	2011	74072dd9-7503-4152-9734-65dcb4bca217	20	A13C	21
TCGA-A7-A0DC-01A	TCGA-A7-A0DC-01A-21-A13C-20	18	3	2011	31b94bd4-e63e-4e52-b366-3bafe08524e7	20	A13C	21
TCGA-A7-A13D-01A	TCGA-A7-A13D-01A-21-A13E-20	18	3	2011	bf4b9dc3-df06-4735-b9b6-4cc8240c93b7	20	A13E	21
TCGA-A7-A13E-01A	TCGA-A7-A13E-01A-21-A13E-20	18	3	2011	724b7cef-9bb6-4c6b-8c78-b632f910fe85	20	A13E	21
TCGA-A7-A13F-01A	TCGA-A7-A13F-01A-21-A13E-20	18	3	2011	ad57bf3d-f283-4c26-95ad-86a116794296	20	A13E	21
TCGA-A7-A26E-01A	TCGA-A7-A26E-01A-21-A17I-20	27	7	2011	1C700207-2BD3-421F-8C10-5365A680DF72	20	A17I	21
TCGA-A7-A26F-01A	TCGA-A7-A26F-01A-11-A17I-20	27	7	2011	6BDA0261-6C33-4C86-8CF9-C9DCE2BCADEC	20	A17I	11
TCGA-A7-A26G-01A	TCGA-A7-A26G-01A-11-A17I-20	27	7	2011	1C0D3D0A-579D-4CFC-BEA5-CD7ECB74DD88	20	A17I	11
TCGA-A7-A26H-01A	TCGA-A7-A26H-01A-21-A17I-20	27	7	2011	24BF1453-2154-4EB2-A417-274489D22753	20	A17I	21
TCGA-A7-A26I-01A	TCGA-A7-A26I-01A-21-A17I-20	22	7	2011	C74B933C-9DD5-42A6-A906-4951A21E8BC2	20	A17I	21
TCGA-A8-A06N-01A	TCGA-A8-A06N-01A-21-A13B-20	18	3	2011	99692232-7d23-4ea5-847e-17064bac010d	20	A13B	21
TCGA-A8-A06P-01A	TCGA-A8-A06P-01A-21-A13B-20	18	3	2011	9d804a48-aeb9-4785-af7c-2b8a4763c148	20	A13B	21
TCGA-A8-A06R-01A	TCGA-A8-A06R-01A-21-A13A-20	18	3	2011	7bcd06e7-a4de-4c5b-9337-4d7d3b8014b9	20	A13A	21
TCGA-A8-A06U-01A	TCGA-A8-A06U-01A-21-A13A-20	17	3	2011	f47ef5b8-45ae-4cd2-915a-ba5f790465bd	20	A13A	21
TCGA-A8-A06X-01A	TCGA-A8-A06X-01A-11-A13A-20	17	3	2011	1896a8eb-415e-4b05-aad1-dec8b4a5c473	20	A13A	11
TCGA-A8-A06Y-01A	TCGA-A8-A06Y-01A-11-A13A-20	18	3	2011	71251016-7304-4492-8278-a1718ecdb97a	20	A13A	11
TCGA-A8-A06Z-01A	TCGA-A8-A06Z-01A-21-A13A-20	18	3	2011	afd9a962-46e2-4b42-bc6e-eb091d7f9b5b	20	A13A	21
TCGA-A8-A075-01A	TCGA-A8-A075-01A-21-A13A-20	17	3	2011	a84864ab-5eba-4a64-aa65-883deca0c967	20	A13A	21
TCGA-A8-A076-01A	TCGA-A8-A076-01A-11-A13A-20	18	3	2011	9d5a9ed1-b633-4e0d-8006-826e20c62538	20	A13A	11
TCGA-A8-A079-01A	TCGA-A8-A079-01A-11-A13A-20	17	3	2011	b22ff43f-3646-49dd-ba2e-3cc1a82eb7bd	20	A13A	11
TCGA-A8-A07E-01A	TCGA-A8-A07E-01A-21-A13B-20	18	3	2011	857d3ad8-e3a8-4366-8f34-2b89be3dd24c	20	A13B	21
TCGA-A8-A07F-01A	TCGA-A8-A07F-01A-21-A13B-20	18	3	2011	4d97ec15-8bf1-4bc7-9bc9-4ef5c58f1fbc	20	A13B	21
TCGA-A8-A07I-01A	TCGA-A8-A07I-01A-21-A13B-20	17	3	2011	f8e3aadc-06b2-43d4-9cdb-a3c285bedaee	20	A13B	21
TCGA-A8-A07O-01A	TCGA-A8-A07O-01A-21-A13B-20	18	3	2011	d7dd9819-8523-4dff-8ffb-689d37a73368	20	A13B	21
TCGA-A8-A07P-01A	TCGA-A8-A07P-01A-21-A13B-20	17	3	2011	00703e0f-8964-4b44-a5f3-d1246e5358ff	20	A13B	21
TCGA-A8-A07R-01A	TCGA-A8-A07R-01A-12-A13B-20	18	3	2011	f547b351-f375-4f31-970f-40e006020b01	20	A13B	12
TCGA-A8-A07S-01A	TCGA-A8-A07S-01A-22-A13B-20	18	3	2011	a86ad293-8480-4f2f-b3d2-6f59fa709d03	20	A13B	22
TCGA-A8-A07W-01A	TCGA-A8-A07W-01A-21-A13A-20	17	3	2011	e407dd09-754f-4167-b2cf-391893051541	20	A13A	21
TCGA-A8-A07Z-01A	TCGA-A8-A07Z-01A-21-A13A-20	18	3	2011	a0ca1a15-ed13-4ba7-9565-604073ec88a3	20	A13A	21
TCGA-A8-A081-01A	TCGA-A8-A081-01A-21-A13A-20	17	3	2011	8392c9cd-b36d-4cb2-887b-8fa3c219d843	20	A13A	21
TCGA-A8-A082-01A	TCGA-A8-A082-01A-21-A13A-20	18	3	2011	a9d13722-7419-4250-a943-ccb78a486228	20	A13A	21
TCGA-A8-A083-01A	TCGA-A8-A083-01A-11-A13A-20	17	3	2011	503f0e18-bc85-4950-bba1-b55d4c29760a	20	A13A	11
TCGA-A8-A084-01A	TCGA-A8-A084-01A-11-A13A-20	18	3	2011	adfcebcc-edf7-4351-ba59-e1fea8580893	20	A13A	11
TCGA-A8-A085-01A	TCGA-A8-A085-01A-21-A13B-20	18	3	2011	96e8bae5-7cde-475e-b1ba-ec2ac2efeb6e	20	A13B	21
TCGA-A8-A086-01A	TCGA-A8-A086-01A-21-A13B-20	18	3	2011	faed055f-e054-4c59-953f-c118dd531f04	20	A13B	21
TCGA-A8-A08A-01A	TCGA-A8-A08A-01A-21-A13A-20	18	3	2011	80af2202-8a16-4cb7-8556-5ff94a042038	20	A13A	21
TCGA-A8-A08G-01A	TCGA-A8-A08G-01A-21-A13B-20	17	3	2011	df81dd47-6e43-495c-ad4a-e3347a9d233e	20	A13B	21
TCGA-A8-A08H-01A	TCGA-A8-A08H-01A-11-A13B-20	18	3	2011	1ff81e2a-4af2-471e-805a-073a952b5b0e	20	A13B	11
TCGA-A8-A08J-01A	TCGA-A8-A08J-01A-21-A13A-20	18	3	2011	c8144900-30dc-4081-882a-4dc863120a39	20	A13A	21
TCGA-A8-A08L-01A	TCGA-A8-A08L-01A-21-A13A-20	18	3	2011	7a837782-6edf-48bb-83db-40548ddd2b69	20	A13A	21
TCGA-A8-A08O-01A	TCGA-A8-A08O-01A-11-A13A-20	18	3	2011	b661ea2e-2f24-44b9-b8ed-30f38223b85c	20	A13A	11
TCGA-A8-A08P-01A	TCGA-A8-A08P-01A-21-A13A-20	18	3	2011	4e6516f3-1962-4f3e-99a4-e086891381c1	20	A13A	21
TCGA-A8-A08T-01A	TCGA-A8-A08T-01A-11-A13A-20	18	3	2011	68cba786-7b1c-4e7c-863b-19a037b1d07e	20	A13A	11
TCGA-A8-A08X-01A	TCGA-A8-A08X-01A-11-A13B-20	18	3	2011	3fd8c428-08bb-4598-b3cb-0c4a33fc4eab	20	A13B	11
TCGA-A8-A08Z-01A	TCGA-A8-A08Z-01A-11-A13B-20	17	3	2011	8f5042d5-cb01-4d32-a80e-f1e3c161ab78	20	A13B	11
TCGA-A8-A091-01A	TCGA-A8-A091-01A-21-A13B-20	18	3	2011	30426ea5-f884-4216-9435-4ba810f8687e	20	A13B	21
TCGA-A8-A094-01A	TCGA-A8-A094-01A-21-A13B-20	18	3	2011	c7af042d-07e1-40fd-878d-a91d31397bb6	20	A13B	21
TCGA-A8-A095-01A	TCGA-A8-A095-01A-21-A13B-20	17	3	2011	61dbc912-9edf-4635-926c-e9ae57c40b67	20	A13B	21
TCGA-A8-A099-01A	TCGA-A8-A099-01A-21-A13B-20	17	3	2011	6e221e0d-416e-420d-a798-9afde72b03fb	20	A13B	21
TCGA-A8-A09A-01A	TCGA-A8-A09A-01A-21-A13B-20	17	3	2011	5e5a89f5-a778-4893-9d17-38c946016d53	20	A13B	21
TCGA-A8-A09B-01A	TCGA-A8-A09B-01A-21-A13B-20	18	3	2011	cc046686-7a84-4a71-8b94-70b2ec82c616	20	A13B	21
TCGA-A8-A09C-01A	TCGA-A8-A09C-01A-21-A13A-20	18	3	2011	9012f763-2482-415b-9d86-fdabde299719	20	A13A	21
TCGA-A8-A09E-01A	TCGA-A8-A09E-01A-21-A13A-20	17	3	2011	f0bc5acd-5e59-47c9-b2a6-8f47508a9ec6	20	A13A	21
TCGA-A8-A09G-01A	TCGA-A8-A09G-01A-11-A13A-20	18	3	2011	8390a7e5-0373-43e2-adc0-8f6fbdc665d1	20	A13A	11
TCGA-A8-A09I-01A	TCGA-A8-A09I-01A-11-A13A-20	17	3	2011	93a8128c-9314-44b7-8737-0c5b08c057f4	20	A13A	11
TCGA-A8-A09K-01A	TCGA-A8-A09K-01A-21-A13A-20	18	3	2011	795da071-d853-421e-85e3-902a7e1af1eb	20	A13A	21
TCGA-A8-A09M-01A	TCGA-A8-A09M-01A-21-A13B-20	18	3	2011	fcc864a9-3f22-4717-a5e1-2c034b9ae7f5	20	A13B	21
TCGA-A8-A09R-01A	TCGA-A8-A09R-01A-21-A13B-20	18	3	2011	7c1073e9-1995-4dfa-a9aa-e260e8999d54	20	A13B	21
TCGA-A8-A09W-01A	TCGA-A8-A09W-01A-21-A13A-20	18	3	2011	074231b9-2438-4e1e-9965-6ae7e02ae660	20	A13A	21
TCGA-A8-A09X-01A	TCGA-A8-A09X-01A-21-A13A-20	17	3	2011	62752717-e2ef-42c9-b0c2-282f66bc0096	20	A13A	21
TCGA-A8-A09Z-01A	TCGA-A8-A09Z-01A-21-A13A-20	18	3	2011	c8b43014-8e13-462a-90c5-c38032e02d7a	20	A13A	21
TCGA-A8-A0A4-01A	TCGA-A8-A0A4-01A-21-A13A-20	17	3	2011	9748e726-7d5e-4e3c-ad24-ab078118010c	20	A13A	21
TCGA-A8-A0A7-01A	TCGA-A8-A0A7-01A-21-A13A-20	18	3	2011	d459629a-8ef9-4556-adfb-a3105e460556	20	A13A	21
TCGA-AC-A23C-01A	TCGA-AC-A23C-01A-21-A17I-20	27	7	2011	53968CEE-B8A9-43D6-B9CD-D4B9CD39BAF0	20	A17I	21
TCGA-AC-A23E-01A	TCGA-AC-A23E-01A-21-A17I-20	27	7	2011	F5CA4EA4-D35A-456E-AABB-0AEC9F48A7BE	20	A17I	21
TCGA-AN-A041-01A	TCGA-AN-A041-01A-31-A13A-20	17	3	2011	a64d4ca5-a6f8-4e09-9278-c8f7e2d88e86	20	A13A	31
TCGA-AN-A049-01A	TCGA-AN-A049-01A-31-A13A-20	18	3	2011	e292a5df-0dcf-4760-92cf-7bb2c8f69e1e	20	A13A	31
TCGA-AN-A04A-01A	TCGA-AN-A04A-01A-11-A13A-20	18	3	2011	08c6c9ec-04e4-4ce9-8b57-b35f8e562e32	20	A13A	11
TCGA-AN-A04D-01A	TCGA-AN-A04D-01A-31-A13A-20	18	3	2011	e48b250c-b634-4bfb-90e4-c2e1c0069400	20	A13A	31
TCGA-AN-A0AJ-01A	TCGA-AN-A0AJ-01A-21-A13B-20	18	3	2011	69d158b2-9c07-471c-a594-36551fb6f7f3	20	A13B	21
TCGA-AN-A0AK-01A	TCGA-AN-A0AK-01A-11-A13B-20	17	3	2011	d4158db7-366b-400e-af77-9a6db7eec59c	20	A13B	11
TCGA-AN-A0AL-01A	TCGA-AN-A0AL-01A-21-A13B-20	18	3	2011	b689bc66-7909-4edc-a0e1-701ffcd1a602	20	A13B	21
TCGA-AN-A0AM-01A	TCGA-AN-A0AM-01A-21-A13B-20	17	3	2011	a2edc1b2-9932-44f8-9135-cf6ec465f84d	20	A13B	21
TCGA-AN-A0AR-01A	TCGA-AN-A0AR-01A-21-A13B-20	18	3	2011	a18bbbc7-9c94-4fe9-a927-5c07be69428c	20	A13B	21
TCGA-AN-A0AS-01A	TCGA-AN-A0AS-01A-21-A13B-20	18	3	2011	52341dad-b2bf-4985-bb60-4921675983de	20	A13B	21
TCGA-AN-A0AT-01A	TCGA-AN-A0AT-01A-21-A13C-20	18	3	2011	d29e84ac-dc3b-4139-950c-fd197d9ca11f	20	A13C	21
TCGA-AN-A0FD-01A	TCGA-AN-A0FD-01A-21-A13C-20	18	3	2011	aecc7da7-67e1-41cb-b17f-5be1e6c55e34	20	A13C	21
TCGA-AN-A0FF-01A	TCGA-AN-A0FF-01A-21-A13C-20	18	3	2011	87bf53e1-aab3-44d0-a641-3464095b9a51	20	A13C	21
TCGA-AN-A0FJ-01A	TCGA-AN-A0FJ-01A-21-A13A-20	18	3	2011	d2876882-dd7e-43af-b066-d578da1f8f3d	20	A13A	21
TCGA-AN-A0FK-01A	TCGA-AN-A0FK-01A-21-A13A-20	18	3	2011	2030c965-6cfa-4164-b5c9-222e1d522f58	20	A13A	21
TCGA-AN-A0FL-01A	TCGA-AN-A0FL-01A-21-A13A-20	18	3	2011	ef3ba9e1-e1ca-477a-8700-37e88c048655	20	A13A	21
TCGA-AN-A0FS-01A	TCGA-AN-A0FS-01A-21-A13C-20	18	3	2011	9cc29dc5-b324-4ee3-b94b-42a1f5927ae9	20	A13C	21
TCGA-AN-A0FT-01A	TCGA-AN-A0FT-01A-21-A13C-20	18	3	2011	3953f300-15f9-4c43-a4a2-cc7d1c056d59	20	A13C	21
TCGA-AN-A0FV-01A	TCGA-AN-A0FV-01A-21-A13A-20	18	3	2011	db678c4c-245c-4438-9e57-6daad3be0250	20	A13A	21
