bcr_sample_barcode	shipment_portion_bcr_aliquot_barcode	shipment_portion_day_of_shipment	shipment_portion_month_of_shipment	shipment_portion_year_of_shipment	bcr_shipment_portion_uuid	center_id	plate_id	portion_number
TCGA-E9-A1R7-01A	TCGA-E9-A1R7-01A-21-A17J-20	27	7	2011	95F3D6AF-2E61-4DF8-B5BD-CE495B3B8B69	20	A17J	21
TCGA-E9-A1RA-01A	TCGA-E9-A1RA-01A-21-A17J-20	27	7	2011	E20D43C8-401D-4975-AC2A-B355DD5BD528	20	A17J	21
TCGA-E9-A1RB-01A	TCGA-E9-A1RB-01A-21-A17J-20	27	7	2011	D0E45995-93B2-4247-85B7-BC7071578E1F	20	A17J	21
TCGA-E9-A1RC-01A	TCGA-E9-A1RC-01A-21-A17J-20	27	7	2011	9243E0B1-B98D-4D50-817A-B2FED305E841	20	A17J	21
TCGA-E9-A1RD-01A	TCGA-E9-A1RD-01A-21-A17J-20	27	7	2011	EF7D073E-90B6-4D14-BCAD-A6D9759122DC	20	A17J	21
TCGA-E9-A1RE-01A	TCGA-E9-A1RE-01A-21-A17J-20	27	7	2011	347208E2-3E3D-4B02-8FC0-1092A95F9BCF	20	A17J	21
TCGA-E9-A1RF-01A	TCGA-E9-A1RF-01A-21-A17J-20	27	7	2011	97534D53-162F-4E78-BF68-A227F1C2AE36	20	A17J	21
TCGA-E9-A1RG-01A	TCGA-E9-A1RG-01A-21-A17J-20	27	7	2011	4C16616E-47CF-474C-B8C3-F681F390493F	20	A17J	21
TCGA-E9-A1RH-01A	TCGA-E9-A1RH-01A-11-A17J-20	27	7	2011	7DAA20AA-D253-4DC4-A90B-C68C6535D837	20	A17J	11
TCGA-E9-A1RI-01A	TCGA-E9-A1RI-01A-21-A17J-20	27	7	2011	FDE109BE-D1BB-48DF-AF59-0BEE2CA9ED1E	20	A17J	21
TCGA-E9-A226-01A	TCGA-E9-A226-01A-11-A17K-20	27	7	2011	67837600-8189-44BD-AF2F-1CB30522BC65	20	A17K	11
TCGA-E9-A227-01A	TCGA-E9-A227-01A-21-A17K-20	27	7	2011	AD8672FA-20E1-4624-AC65-10E1D4F057ED	20	A17K	21
TCGA-E9-A228-01A	TCGA-E9-A228-01A-41-A17K-20	27	7	2011	EDCB326A-16D2-4AC1-A8DA-DE4FFCACA34A	20	A17K	41
TCGA-E9-A229-01A	TCGA-E9-A229-01A-21-A17K-20	27	7	2011	9FF7A9EE-7E6E-4F4D-95F8-D2F6E1E88CC3	20	A17K	21
TCGA-E9-A22A-01A	TCGA-E9-A22A-01A-21-A17K-20	27	7	2011	31514349-7CCE-4D67-8DD4-4FB5F7FEA530	20	A17K	21
TCGA-E9-A22B-01A	TCGA-E9-A22B-01A-21-A17K-20	27	7	2011	BE719B89-4746-465D-9B38-1F32C86A2914	20	A17K	21
TCGA-E9-A22D-01A	TCGA-E9-A22D-01A-21-A17K-20	27	7	2011	4691C2B1-8DA2-48B4-9510-BADEA3A8353F	20	A17K	21
TCGA-E9-A22E-01A	TCGA-E9-A22E-01A-21-A17K-20	27	7	2011	30D1B1ED-E4DA-4758-B523-271F2BC19E6C	20	A17K	21
TCGA-E9-A22G-01A	TCGA-E9-A22G-01A-21-A17K-20	27	7	2011	62D5983B-CCC1-4700-9CB9-E97FF4BB1277	20	A17K	21
TCGA-E9-A22H-01A	TCGA-E9-A22H-01A-21-A17K-20	27	7	2011	25EBA4F9-CDA1-4925-8504-5291FD135B5F	20	A17K	21
TCGA-E9-A243-01A	TCGA-E9-A243-01A-11-A17K-20	27	7	2011	A1B3B8FA-AF81-479C-A27B-485BC4557E82	20	A17K	11
TCGA-E9-A244-01A	TCGA-E9-A244-01A-21-A17K-20	27	7	2011	A6266EEC-B341-4642-AED5-9C6CD44F14DF	20	A17K	21
TCGA-E9-A245-01A	TCGA-E9-A245-01A-11-A17K-20	27	7	2011	7A2A6276-0AC6-40A8-B678-D53877FE07FB	20	A17K	11
TCGA-E9-A247-01A	TCGA-E9-A247-01A-21-A17K-20	27	7	2011	572EB344-87FB-46F5-9D4B-81756D946892	20	A17K	21
TCGA-E9-A248-01A	TCGA-E9-A248-01A-21-A17K-20	27	7	2011	1B143B9F-74DB-42C6-903C-B446834BD9F2	20	A17K	21
TCGA-E9-A249-01A	TCGA-E9-A249-01A-21-A17K-20	27	7	2011	8917880A-D278-410B-974B-440741CEB6DE	20	A17K	21
TCGA-E9-A24A-01A	TCGA-E9-A24A-01A-21-A17K-20	27	7	2011	8D96BC5D-6AF2-4F5B-82D2-2B8F20848870	20	A17K	21
TCGA-E9-A295-01A	TCGA-E9-A295-01A-21-A17K-20	27	7	2011	21DC7633-3A7E-407D-AE43-88EDFEF05091	20	A17K	21
TCGA-EW-A1IX-01A	TCGA-EW-A1IX-01A-21-A17J-20	27	7	2011	9B8D5601-180A-45DF-A639-787F257C2E95	20	A17J	21
TCGA-EW-A1IZ-01A	TCGA-EW-A1IZ-01A-21-A17J-20	27	7	2011	401F0A1D-C38E-463B-8195-8EBA9EA21869	20	A17J	21
TCGA-EW-A1J1-01A	TCGA-EW-A1J1-01A-21-A17J-20	27	7	2011	E87551F0-94B3-418C-B313-7CEA4E66F70D	20	A17J	21
TCGA-EW-A1J2-01A	TCGA-EW-A1J2-01A-11-A17J-20	27	7	2011	FF844A9F-6C79-4252-BBB3-B5BBF5C3CF6F	20	A17J	11
TCGA-EW-A1J3-01A	TCGA-EW-A1J3-01A-21-A17J-20	27	7	2011	01473E37-DBC5-42F9-B5E1-332A9B47C175	20	A17J	21
TCGA-EW-A1J5-01A	TCGA-EW-A1J5-01A-21-A17J-20	27	7	2011	7470A7DB-5AF2-4E9E-92F6-D9F8CA74E15D	20	A17J	21
TCGA-EW-A1OV-01A	TCGA-EW-A1OV-01A-21-A17J-20	27	7	2011	C9E8A21C-2CD8-404B-A8DC-7958940DF71A	20	A17J	21
TCGA-EW-A1OW-01A	TCGA-EW-A1OW-01A-11-A17J-20	27	7	2011	A4D72446-5D9B-4B8D-AF59-9ADD055DA84E	20	A17J	11
TCGA-EW-A1OX-01A	TCGA-EW-A1OX-01A-21-A17J-20	27	7	2011	7CF0F94C-E8FC-4237-8CBF-164C073C26B0	20	A17J	21
TCGA-EW-A1OY-01A	TCGA-EW-A1OY-01A-21-A17J-20	27	7	2011	5355FA5F-6ABA-4F01-9799-7F1A83EADC2A	20	A17J	21
TCGA-EW-A1OZ-01A	TCGA-EW-A1OZ-01A-21-A17J-20	27	7	2011	EC87ECC1-DBDD-478F-AEA6-A982F92222E8	20	A17J	21
TCGA-EW-A1P0-01A	TCGA-EW-A1P0-01A-21-A17J-20	27	7	2011	D39ECD5C-5A18-46DC-B6E6-356C239D7EC3	20	A17J	21
TCGA-EW-A1P1-01A	TCGA-EW-A1P1-01A-21-A17J-20	27	7	2011	3D649CE7-95DF-442D-A4BB-88E71C4F5B10	20	A17J	21
TCGA-EW-A1P3-01A	TCGA-EW-A1P3-01A-21-A17J-20	27	7	2011	D1B203A1-19D6-4504-A925-2CF22B888095	20	A17J	21
TCGA-EW-A1P4-01A	TCGA-EW-A1P4-01A-11-A17J-20	27	7	2011	B7CF8B60-FD76-4C2C-AA8E-CC0D0C89009A	20	A17J	11
TCGA-EW-A1P5-01A	TCGA-EW-A1P5-01A-21-A17J-20	27	7	2011	EF44D5EE-0E6F-4EC3-8DB0-B0C426708430	20	A17J	21
TCGA-EW-A1P8-01A	TCGA-EW-A1P8-01A-21-A17J-20	27	7	2011	9729BAE9-2494-4EF3-9382-A564FA2A1363	20	A17J	21
TCGA-EW-A1PA-01A	TCGA-EW-A1PA-01A-21-A17K-20	27	7	2011	281ECF6A-BCFA-485E-BEC7-694899BF33BA	20	A17K	21
TCGA-EW-A1PB-01A	TCGA-EW-A1PB-01A-21-A17J-20	27	7	2011	0BDF178B-3488-411A-BDA6-2B7EE3BEB0FD	20	A17J	21
TCGA-EW-A1PD-01A	TCGA-EW-A1PD-01A-21-A17J-20	27	7	2011	1DAB2BEB-B0C7-4EEE-BC45-71997F6077E9	20	A17J	21
TCGA-EW-A1PE-01A	TCGA-EW-A1PE-01A-21-A17J-20	27	7	2011	F5581422-7C21-4CCB-8006-B976B1B49459	20	A17J	21
TCGA-EW-A1PG-01A	TCGA-EW-A1PG-01A-21-A17J-20	27	7	2011	6621BAF4-3DC5-4905-99B2-F40D75886FA0	20	A17J	21
TCGA-GI-A2C8-01A	TCGA-GI-A2C8-01A-21-A17K-20	27	7	2011	B9F3060C-AC00-4181-ACDE-92E45A2AE5A8	20	A17K	21
